Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Mileage,Engine,Power,Seats
Maruti EcoSport,2016,1.88,7.82,77204,Diesel,Individual,Automatic,Second,25.9,799,160.9,5
Tata Innova,2018,3.69,19.12,147138,Petrol,Individual,Manual,First,14.1,1199,167.0,5
Maruti XUV300,2008,1.18,15.71,76442,Petrol,Individual,Automatic,Fourth & Above,16.8,1199,86.1,5
Ford Innova,2020,4.59,12.46,109922,Petrol,Individual,Automatic,First,17.4,1598,86.5,7
Maruti i20,2014,5.4,24.98,82661,Petrol,Individual,Automatic,First,14.8,1997,142.4,5
Hyundai City,2019,3.85,20.91,144741,CNG,Individual,Manual,First,27.3,1199,134.5,5
Hyundai Polo,2005,0.5,3.33,96005,Petrol,Individual,Automatic,Second,24.6,998,155.2,6
Hyundai Kwid,2016,0.5,6.4,140008,Petrol,Individual,Automatic,First,15.5,1199,50.0,6
Maruti Swift,2008,2.89,12.72,39593,Diesel,Dealer,Manual,First,24.7,1396,94.4,4
Maruti XUV300,2015,4.13,24.45,91796,Petrol,Individual,Automatic,Fourth & Above,23.7,1396,65.3,5
Tata EcoSport,2020,7.17,16.55,83609,Electric,Individual,Automatic,First,25.5,1498,84.6,4
Maruti City,2021,7.01,20.94,136590,Petrol,Dealer,Automatic,First,23.3,2184,122.7,4
Maruti Swift,2011,1.0,6.81,101171,Petrol,Dealer,Manual,First,13.9,1396,174.8,6
Hyundai i20,2016,8.73,24.29,38434,Petrol,Dealer,Manual,First,26.0,1997,88.7,6
Maruti i20,2008,3.55,21.51,42739,Petrol,Dealer,Manual,Second,22.6,1598,50.6,5
Honda Polo,2007,0.94,6.85,15246,Petrol,Dealer,Manual,Second,23.3,1498,196.6,4
Tata Nexon,2011,3.27,17.96,84552,Diesel,Individual,Automatic,First,25.9,1396,168.7,5
Maruti Kwid,2015,5.25,23.02,20489,Petrol,Individual,Manual,Third,27.6,2993,126.5,5
Maruti Polo,2007,1.71,8.56,11304,Petrol,Individual,Manual,Third,20.7,1197,162.9,5
Hyundai City,2018,0.55,5.1,126315,Electric,Individual,Manual,First,22.3,1197,147.6,6
Ford Nexon,2018,9.44,20.84,27880,Petrol,Dealer,Manual,First,15.3,1197,147.0,7
Nissan Polo,2011,0.74,10.11,127668,Petrol,Dealer,Automatic,First,26.0,1997,149.3,5
Toyota Polo,2014,4.63,15.9,24728,Petrol,Dealer,Manual,First,22.0,1396,116.1,5
Ford Magnite,2007,2.58,16.56,109472,Petrol,Individual,Manual,First,13.9,998,196.9,6
Maruti i20,2008,2.21,21.69,122545,Petrol,Dealer,Automatic,First,25.1,2179,85.5,5
Tata Innova,2015,2.8,12.98,127080,LPG,Dealer,Automatic,First,27.8,1396,81.0,6
Honda Kwid,2014,1.68,8.11,120936,Petrol,Dealer,Automatic,Second,13.6,1197,65.1,5
Maruti City,2009,1.2,6.44,38087,Petrol,Dealer,Manual,First,19.8,1598,60.9,6
Maruti i20,2011,2.23,20.22,92409,Diesel,Individual,Manual,First,21.8,1498,163.0,5
Tata XUV300,2020,5.73,21.43,136130,Diesel,Dealer,Manual,First,13.7,1199,177.0,5
Honda EcoSport,2021,4.6,21.11,138148,Diesel,Individual,Manual,Third,15.0,1498,191.2,5
Volkswagen EcoSport,2017,8.58,17.95,20015,Diesel,Dealer,Automatic,First,12.2,2179,137.2,5
Maruti Nexon,2007,2.35,14.47,29119,Diesel,Individual,Manual,Second,13.6,2179,99.6,5
Maruti Swift,2020,4.55,10.38,76152,Petrol,Individual,Manual,First,14.8,1396,81.8,5
Nissan Polo,2021,5.32,19.77,121003,Petrol,Dealer,Automatic,Third,13.4,1997,55.0,5
Ford Swift,2020,4.67,10.1,64757,LPG,Dealer,Automatic,Second,15.9,1197,65.0,6
Hyundai Swift,2014,3.11,10.99,10397,CNG,Dealer,Automatic,Second,17.3,1997,182.7,6
Honda i20,2019,6.49,19.03,88443,Petrol,Dealer,Automatic,Second,16.7,1498,107.0,7
Hyundai EcoSport,2014,2.0,7.62,25343,Diesel,Individual,Manual,First,18.1,1997,96.8,5
Nissan Innova,2013,2.24,12.3,8449,Diesel,Individual,Manual,First,22.9,1396,112.9,5
Maruti i20,2012,5.61,24.33,20873,Petrol,Individual,Manual,First,21.3,1598,186.8,5
Mahindra Swift,2011,2.06,18.15,119688,Petrol,Individual,Automatic,First,22.6,1396,176.9,7
Tata i20,2005,0.8,6.43,139363,Petrol,Dealer,Automatic,Third,15.6,2179,99.1,5
Ford Kwid,2012,5.07,20.23,20624,Diesel,Dealer,Automatic,First,16.5,1997,193.2,6
Renault Innova,2021,2.57,6.64,143232,Diesel,Dealer,Automatic,First,26.4,1598,162.2,4
Hyundai Swift,2005,1.24,12.93,91675,Diesel,Individual,Automatic,First,23.8,2179,174.1,5
Honda Swift,2009,2.93,14.78,66217,Petrol,Individual,Manual,First,20.6,1197,56.5,5
Maruti i20,2021,1.88,5.22,129202,Diesel,Individual,Manual,First,23.2,1396,72.6,5
Toyota Swift,2014,1.07,13.09,143966,Petrol,Individual,Automatic,First,26.2,2184,52.3,5
Nissan Polo,2009,1.44,21.32,134401,Petrol,Dealer,Manual,First,21.2,1396,154.2,5
Tata Polo,2016,7.67,20.97,26818,Petrol,Dealer,Manual,First,16.6,2993,164.3,8
Maruti Polo,2005,1.56,6.01,66526,Diesel,Individual,Manual,First,22.9,1199,110.1,5
Maruti XUV300,2019,6.66,20.5,103837,Petrol,Dealer,Manual,First,21.1,998,59.6,5
Maruti i20,2006,1.09,5.95,69054,CNG,Dealer,Manual,Second,20.2,2993,171.0,4
Maruti i20,2020,11.65,24.61,77618,LPG,Dealer,Automatic,First,27.8,2179,94.5,5
Maruti City,2009,1.96,9.0,41523,Petrol,Dealer,Manual,First,15.1,2179,100.0,5
Hyundai Innova,2017,8.34,17.56,28550,Diesel,Dealer,Automatic,Second,21.9,1498,88.5,5
Honda Innova,2012,1.72,12.19,130332,Petrol,Individual,Manual,First,22.9,2179,167.8,5
Ford Polo,2005,3.6,22.85,16957,Petrol,Individual,Manual,Fourth & Above,25.0,1997,68.3,5
Hyundai City,2009,0.56,4.88,108166,Diesel,Individual,Manual,First,15.3,1997,130.1,5
Maruti City,2014,1.75,11.6,35609,Petrol,Dealer,Manual,First,20.8,799,91.6,5
Volkswagen XUV300,2021,9.8,16.17,47771,Diesel,Individual,Manual,First,16.2,2179,155.9,8
Hyundai Swift,2011,4.22,22.23,59715,Diesel,Individual,Automatic,First,17.0,1498,56.0,5
Maruti Magnite,2015,2.73,15.38,91755,Petrol,Dealer,Manual,Second,16.5,1396,162.0,5
Toyota XUV300,2018,0.98,10.6,134022,Diesel,Dealer,Manual,Third,21.3,2179,57.2,4
Hyundai City,2018,4.61,22.27,143876,Diesel,Individual,Manual,Second,24.1,2184,122.6,5
Honda Polo,2009,2.67,21.99,104969,Diesel,Dealer,Automatic,Second,15.9,1197,162.2,5
Renault Polo,2018,2.54,7.71,50013,Diesel,Individual,Automatic,Second,21.8,1199,108.5,5
Ford Magnite,2012,0.5,4.01,73625,Diesel,Individual,Manual,First,21.8,1498,97.5,5
Mahindra City,2021,7.09,14.55,20231,Petrol,Individual,Manual,Third,26.5,2179,126.1,6
Maruti Swift,2014,0.95,9.73,115282,Petrol,Individual,Manual,Fourth & Above,26.9,1197,85.0,5
Toyota Polo,2018,5.58,13.73,45880,Diesel,Dealer,Manual,Second,14.8,799,66.6,6
Volkswagen City,2009,2.56,17.45,145432,Diesel,Individual,Manual,First,17.8,1199,143.1,5
Hyundai Innova,2005,1.3,9.8,122886,Petrol,Individual,Manual,First,18.0,2993,79.0,5
Ford Nexon,2019,7.89,16.81,34379,Petrol,Dealer,Manual,Second,18.9,998,103.9,5
Renault Swift,2017,10.03,23.95,31240,Petrol,Dealer,Manual,First,18.9,799,154.4,4
Volkswagen Nexon,2010,0.97,5.39,63650,Diesel,Dealer,Manual,First,12.9,1396,199.4,5
Maruti Magnite,2020,3.76,6.18,40539,Diesel,Individual,Manual,First,24.7,1199,66.6,5
Maruti Polo,2017,5.74,12.19,29642,Petrol,Individual,Automatic,First,20.4,799,135.7,5
Maruti Swift,2011,2.63,22.45,39571,Petrol,Dealer,Manual,Third,20.4,1498,81.2,6
Honda Swift,2012,3.31,21.77,95388,Diesel,Individual,Automatic,First,13.0,2179,105.7,4
Honda Swift,2019,4.82,9.66,61143,Diesel,Individual,Manual,First,13.8,2184,90.2,4
Ford City,2021,11.46,17.52,43345,Petrol,Individual,Manual,First,18.8,799,181.1,7
Volkswagen XUV300,2020,8.95,24.29,127377,Diesel,Dealer,Automatic,First,20.5,1498,126.0,7
Maruti EcoSport,2006,0.58,8.47,95155,Petrol,Individual,Manual,Second,24.8,2179,182.2,6
Maruti XUV300,2009,0.56,4.25,99633,Petrol,Individual,Automatic,Second,22.9,2179,174.4,5
Honda XUV300,2017,5.42,12.78,20839,Diesel,Dealer,Manual,Second,27.6,2184,135.5,5
Maruti EcoSport,2018,1.46,6.0,114398,Petrol,Individual,Manual,First,20.1,1498,180.2,5
Honda Polo,2005,2.1,16.92,139403,Petrol,Individual,Manual,First,13.5,1997,177.6,4
Maruti Innova,2016,3.84,20.13,104341,Petrol,Dealer,Automatic,Second,25.9,2184,56.5,8
Maruti Innova,2014,2.29,7.27,19781,Diesel,Individual,Automatic,First,14.9,1396,177.0,5
Ford Nexon,2020,5.61,9.08,48199,Diesel,Individual,Automatic,First,22.1,2993,50.5,4
Maruti i20,2005,1.7,17.95,130812,Petrol,Individual,Manual,First,22.8,1396,116.6,5
Honda XUV300,2012,3.09,12.37,15686,Petrol,Individual,Manual,Second,14.4,1997,199.8,5
Maruti Nexon,2008,2.92,15.7,46150,Petrol,Individual,Automatic,First,24.4,1498,134.1,7
Tata XUV300,2008,2.33,8.98,39094,Diesel,Individual,Automatic,Third,16.4,1197,178.4,7
Maruti City,2010,1.91,11.83,48739,Petrol,Individual,Automatic,Second,14.0,998,74.6,4
Maruti i20,2019,3.65,11.25,41668,Diesel,Dealer,Automatic,Fourth & Above,14.8,799,56.8,5
Maruti Swift,2020,11.93,19.03,25195,Petrol,Individual,Automatic,First,22.5,2184,153.9,7
Maruti i20,2016,2.34,7.45,8143,Diesel,Individual,Manual,Fourth & Above,27.0,1197,182.8,4
Renault Swift,2010,1.08,11.4,109957,Diesel,Individual,Manual,First,18.0,799,188.7,6
Maruti Polo,2014,1.09,14.66,101307,Diesel,Individual,Manual,Second,15.3,799,97.8,4
Hyundai i20,2014,3.4,18.24,71013,Diesel,Individual,Automatic,Second,16.6,1498,163.6,5
Maruti Polo,2013,0.5,5.46,53281,CNG,Dealer,Manual,First,18.3,2993,95.9,5
Hyundai Polo,2005,3.66,21.7,88187,LPG,Dealer,Automatic,First,21.3,1199,133.3,6
Honda Nexon,2018,12.85,21.82,14754,Petrol,Dealer,Automatic,First,19.4,1199,79.9,7
Ford EcoSport,2012,0.88,5.61,91728,Petrol,Dealer,Manual,Second,13.8,1598,177.5,5
Maruti i20,2012,2.64,17.23,81944,Diesel,Individual,Automatic,First,13.6,799,109.8,5
Hyundai Swift,2011,2.62,19.03,68815,Electric,Individual,Automatic,Third,25.4,1598,102.0,4
Maruti XUV300,2006,3.41,18.77,41894,Petrol,Individual,Manual,First,27.8,998,99.0,5
Honda Magnite,2007,2.09,9.98,77265,Diesel,Dealer,Automatic,First,17.6,2179,143.2,5
Tata XUV300,2019,2.31,9.41,137053,Petrol,Individual,Automatic,Second,13.0,2179,83.0,8
Toyota Magnite,2014,3.92,14.37,39103,Diesel,Individual,Manual,First,23.3,998,119.6,4
Ford EcoSport,2008,0.5,8.01,123105,Petrol,Dealer,Manual,Third,21.1,2179,92.1,5
Renault Magnite,2008,0.62,10.24,123181,Petrol,Dealer,Manual,Fourth & Above,14.9,1598,147.8,4
Maruti Kwid,2010,0.67,4.22,117647,Electric,Individual,Manual,First,15.2,1199,125.3,7
Maruti EcoSport,2021,0.83,3.45,99328,Diesel,Dealer,Automatic,First,15.7,2184,107.2,5
Honda Polo,2012,1.91,16.82,38500,Petrol,Individual,Manual,Third,15.7,2179,184.9,8
Honda EcoSport,2021,2.93,4.84,48025,Diesel,Dealer,Manual,First,26.0,2184,144.0,5
Maruti Swift,2016,0.58,4.21,111888,Petrol,Individual,Manual,First,27.8,1199,153.0,5
Honda i20,2019,11.84,19.89,16301,Petrol,Individual,Manual,First,12.6,799,80.8,4
Toyota Kwid,2019,6.33,9.27,15052,Diesel,Individual,Automatic,Second,17.5,998,80.7,5
Honda XUV300,2019,2.99,9.4,79861,LPG,Dealer,Automatic,Third,19.0,1197,159.4,5
Volkswagen Magnite,2016,4.25,20.26,144291,Petrol,Individual,Manual,First,23.3,2993,66.8,8
Maruti City,2007,1.57,7.02,49898,Diesel,Dealer,Manual,First,19.1,1199,85.2,5
Maruti Nexon,2014,1.51,13.37,86560,Diesel,Individual,Manual,Second,12.5,1197,142.5,4
Volkswagen City,2013,5.3,21.83,20076,Diesel,Individual,Automatic,First,18.5,1498,64.2,5
Toyota XUV300,2008,2.22,17.23,121801,Diesel,Individual,Manual,First,19.9,1197,79.1,5
Maruti Kwid,2006,5.0,23.64,31408,Petrol,Dealer,Manual,First,14.1,2184,150.6,6
Nissan Kwid,2008,0.62,5.89,95153,Electric,Dealer,Automatic,First,18.1,1598,95.6,5
Tata i20,2005,1.63,17.56,116545,Diesel,Individual,Manual,Third,13.6,1997,66.7,6
Maruti EcoSport,2017,4.69,16.62,92753,Petrol,Dealer,Manual,First,18.5,1598,193.1,5
Maruti Polo,2015,2.71,11.71,114839,Petrol,Individual,Manual,First,24.5,2993,64.9,8
Mahindra i20,2018,1.62,9.5,118984,Petrol,Individual,Manual,First,26.5,1197,113.3,7
Tata Kwid,2010,2.11,15.21,96228,Petrol,Individual,Manual,First,19.6,799,79.8,6
Maruti City,2013,2.94,22.49,93890,Electric,Individual,Manual,Second,27.8,1396,52.7,4
Hyundai Magnite,2008,3.09,16.25,67278,Diesel,Individual,Manual,First,26.0,1997,77.2,5
Toyota Innova,2020,8.25,12.89,10849,Petrol,Individual,Manual,First,19.9,1199,146.6,5
Toyota City,2006,2.2,17.84,86947,Petrol,Individual,Manual,First,20.7,1997,104.2,5
Honda Magnite,2014,3.7,14.41,40297,Petrol,Dealer,Automatic,Second,28.0,2179,63.5,5
Nissan Magnite,2017,1.12,4.23,47113,CNG,Individual,Automatic,First,24.6,1598,108.4,4
Tata Swift,2021,13.69,19.79,21489,Petrol,Individual,Automatic,First,18.2,1199,60.9,7
Hyundai Polo,2012,0.5,5.42,119430,Diesel,Individual,Manual,Third,12.0,1199,96.7,5
Maruti Innova,2021,7.87,19.46,56500,Petrol,Individual,Automatic,Fourth & Above,24.9,2179,101.0,5
Renault City,2021,5.57,18.93,72957,CNG,Individual,Manual,Third,16.4,1396,152.0,7
Hyundai XUV300,2015,2.03,4.73,49261,Petrol,Dealer,Manual,First,25.1,2184,119.7,4
Hyundai Kwid,2006,5.72,24.51,21119,Petrol,Individual,Manual,First,23.3,799,172.1,6
Renault Swift,2012,3.1,15.51,48442,Petrol,Individual,Manual,First,16.8,1598,83.4,6
Maruti Swift,2021,2.77,8.52,117363,CNG,Individual,Manual,Second,15.2,1199,161.8,8
Maruti Kwid,2018,2.6,9.64,145842,Petrol,Dealer,Automatic,First,18.8,2179,138.4,5
Maruti Magnite,2017,5.34,23.92,92971,Petrol,Individual,Manual,First,15.9,2993,61.1,4
Maruti Kwid,2021,7.85,17.78,53534,LPG,Individual,Manual,Second,14.1,1197,197.1,5
Maruti Nexon,2009,4.09,18.38,14684,Petrol,Individual,Automatic,Second,15.2,2179,64.4,5
Hyundai EcoSport,2014,3.71,22.47,144066,Diesel,Individual,Automatic,First,22.3,1498,129.1,5
Maruti Magnite,2015,4.53,17.79,59203,Petrol,Individual,Manual,Second,23.4,799,52.0,5
Tata Kwid,2020,11.64,22.7,10839,Diesel,Individual,Manual,Fourth & Above,14.0,2993,128.1,6
Toyota Magnite,2012,2.06,14.49,143904,Petrol,Individual,Manual,Second,14.2,1598,57.4,5
Maruti EcoSport,2020,3.01,7.69,93202,Petrol,Individual,Manual,First,27.4,1396,59.3,6
Maruti Nexon,2020,1.52,7.63,138441,Electric,Individual,Manual,Second,24.2,2179,179.2,5
Maruti EcoSport,2018,0.9,3.5,90553,Petrol,Individual,Automatic,Second,27.5,1396,157.3,4
Mahindra City,2013,3.1,17.23,50097,Petrol,Dealer,Automatic,Fourth & Above,21.4,799,83.4,5
Maruti City,2006,3.27,19.37,71457,Petrol,Individual,Manual,Second,13.6,1197,176.4,5
Maruti i20,2011,0.5,3.21,145334,Petrol,Individual,Manual,First,15.2,1199,60.9,5
Maruti XUV300,2016,6.5,23.03,44673,Petrol,Individual,Manual,Second,26.7,1498,192.7,6
Volkswagen i20,2017,9.67,23.06,33288,Diesel,Dealer,Manual,First,21.2,1997,116.4,5
Honda Polo,2014,2.79,17.46,100856,Petrol,Individual,Manual,First,13.2,2184,98.1,5
Honda EcoSport,2018,4.28,14.53,83944,Petrol,Dealer,Manual,First,15.0,1199,61.7,5
Toyota Swift,2011,1.84,7.92,50805,Petrol,Individual,Manual,Fourth & Above,24.3,998,183.7,5
Hyundai i20,2015,2.27,10.14,62013,Petrol,Dealer,Automatic,Second,12.0,799,144.9,5
Honda XUV300,2005,2.95,20.61,50778,Petrol,Dealer,Manual,Second,16.5,799,76.7,4
Volkswagen Swift,2011,1.4,24.32,123251,Petrol,Individual,Automatic,Fourth & Above,19.0,998,154.9,6
Volkswagen Polo,2009,0.5,9.37,128273,Diesel,Dealer,Automatic,Second,15.0,1498,190.7,4
Ford Magnite,2015,4.14,24.69,96434,Petrol,Individual,Manual,First,27.7,1598,153.6,5
Maruti Swift,2018,6.07,12.54,52431,Diesel,Dealer,Manual,First,16.1,1997,135.2,5
Toyota Magnite,2009,0.5,13.32,146898,Petrol,Individual,Manual,Fourth & Above,19.4,1997,145.9,7
Ford Kwid,2019,8.08,16.35,51313,Diesel,Individual,Manual,First,22.9,998,124.5,5
Maruti Magnite,2009,0.5,6.75,146367,Diesel,Dealer,Manual,Second,26.9,2179,138.0,4
Maruti Polo,2014,1.4,15.36,139150,Diesel,Dealer,Automatic,Third,12.3,1598,59.2,5
Volkswagen City,2015,1.19,4.53,30888,Diesel,Dealer,Manual,First,14.4,1498,171.8,6
Tata Kwid,2015,1.69,4.02,123504,Diesel,Dealer,Manual,First,14.5,2179,178.7,5
Hyundai Swift,2007,3.38,17.19,29248,Diesel,Individual,Manual,Second,17.1,1396,155.7,5
Maruti Nexon,2008,1.53,22.55,140343,Diesel,Dealer,Manual,First,22.8,1598,127.0,5
Mahindra Magnite,2016,3.71,20.98,139395,Petrol,Individual,Manual,First,26.4,2184,174.4,6
Hyundai Nexon,2005,0.5,7.24,129790,Petrol,Individual,Automatic,First,15.7,1199,145.5,5
Toyota i20,2006,4.65,18.17,29061,Petrol,Individual,Automatic,Second,12.6,1598,106.1,5
Ford EcoSport,2020,6.48,12.55,7988,Diesel,Individual,Manual,Third,22.9,2179,109.3,5
Hyundai XUV300,2015,5.1,18.19,43418,Petrol,Individual,Manual,First,12.4,998,105.5,6
Honda Magnite,2016,1.57,5.51,148992,Diesel,Individual,Automatic,First,12.6,1997,118.6,5
Maruti City,2005,2.48,17.9,74939,Diesel,Individual,Automatic,Second,24.3,1498,63.8,4
Honda EcoSport,2013,2.95,20.38,78251,CNG,Dealer,Manual,Second,24.4,1396,166.9,7
Toyota XUV300,2009,2.52,14.51,54849,Diesel,Individual,Manual,First,12.6,799,149.1,5
Honda Nexon,2015,6.16,23.25,18213,Petrol,Dealer,Manual,Second,13.4,1598,164.3,5
Maruti XUV300,2017,10.32,24.64,33491,Petrol,Individual,Manual,First,16.2,2993,56.1,5
Honda Kwid,2020,3.95,4.28,14327,Diesel,Individual,Automatic,First,27.2,2184,64.9,5
Ford City,2010,2.96,15.03,96724,Petrol,Dealer,Manual,First,22.1,2179,103.0,6
Maruti i20,2017,0.93,8.47,118023,Diesel,Dealer,Manual,Third,19.9,1598,75.2,5
Hyundai Swift,2010,1.19,6.76,82614,Petrol,Dealer,Manual,First,23.8,1498,104.6,4
Honda EcoSport,2015,1.17,3.79,5973,Diesel,Individual,Manual,Third,18.2,998,61.6,6
Maruti EcoSport,2021,4.31,15.36,147003,Diesel,Individual,Automatic,Second,13.7,1396,99.2,7
Maruti Kwid,2009,1.41,11.6,124193,CNG,Individual,Automatic,Second,17.3,1396,57.5,5
Maruti XUV300,2005,2.6,22.48,82318,Petrol,Individual,Manual,Second,14.9,998,106.8,7
Mahindra Innova,2009,1.71,9.8,46003,Petrol,Individual,Manual,First,17.8,1498,155.2,6
Hyundai Swift,2020,10.32,17.09,37191,Diesel,Dealer,Manual,First,25.9,2179,187.9,5
Tata i20,2020,2.17,14.56,137141,Diesel,Dealer,Manual,Third,27.5,2179,177.6,5
Hyundai Polo,2020,1.17,5.55,138271,Diesel,Dealer,Manual,Second,19.2,998,102.2,5
Hyundai Innova,2010,1.21,10.52,50311,Petrol,Individual,Manual,First,15.5,1498,56.4,5
Hyundai Polo,2008,2.67,10.81,25703,Petrol,Individual,Manual,Second,21.5,1997,172.9,5
Renault EcoSport,2005,2.35,11.72,55333,Petrol,Dealer,Automatic,First,16.7,1598,144.7,5
Toyota XUV300,2014,6.85,21.51,26601,Diesel,Dealer,Manual,First,27.6,1997,184.7,5
Maruti City,2006,4.16,14.35,5189,Diesel,Dealer,Manual,First,15.1,1598,136.2,5
Hyundai Nexon,2018,8.57,18.38,16408,Petrol,Individual,Automatic,Second,24.6,1997,157.5,5
Maruti Kwid,2016,3.28,13.47,146583,Petrol,Individual,Manual,First,16.8,1197,99.5,5
Maruti Magnite,2020,1.34,6.21,128747,Diesel,Dealer,Manual,Third,13.7,799,62.2,7
Ford Swift,2011,1.15,11.9,86610,Petrol,Individual,Manual,Second,14.7,2993,57.3,5
Volkswagen Nexon,2018,2.91,7.2,109139,Diesel,Dealer,Manual,First,18.1,998,188.3,5
Hyundai EcoSport,2005,3.49,14.13,6085,Petrol,Dealer,Automatic,Fourth & Above,22.2,2993,129.9,5
Nissan Swift,2015,1.11,7.18,127046,Electric,Dealer,Manual,Second,16.4,1199,137.0,5
Hyundai EcoSport,2012,2.29,14.51,25325,Petrol,Individual,Manual,Second,18.8,2993,115.1,5
Honda XUV300,2012,2.34,8.37,26661,Petrol,Individual,Manual,First,14.3,2184,158.6,4
Maruti Innova,2009,2.21,24.51,98005,Electric,Dealer,Manual,Third,25.9,2184,111.5,5
Nissan Kwid,2006,0.5,3.37,111810,CNG,Individual,Automatic,Second,18.2,1997,116.7,6
Maruti EcoSport,2013,2.19,10.99,116411,Diesel,Dealer,Automatic,First,15.0,1598,186.4,5
Maruti City,2005,3.12,20.15,47129,Petrol,Dealer,Manual,First,17.5,1997,88.2,5
Honda Nexon,2016,4.43,12.83,25239,Diesel,Dealer,Manual,Second,25.1,1396,91.8,5
Maruti XUV300,2013,3.11,20.68,104846,Petrol,Individual,Manual,First,24.2,2993,134.7,7
Maruti EcoSport,2006,4.46,18.03,35268,Petrol,Individual,Manual,First,25.4,1197,155.5,5
Mahindra City,2009,2.19,14.09,50534,Petrol,Dealer,Manual,First,16.6,1197,56.4,5
Hyundai XUV300,2021,7.64,12.14,7808,Petrol,Individual,Manual,Second,18.6,2184,152.9,4
Volkswagen Kwid,2008,1.14,4.62,88086,Petrol,Individual,Manual,First,27.1,2179,134.7,4
Maruti Magnite,2006,1.47,6.52,21151,Petrol,Dealer,Manual,First,15.3,1997,54.4,5
Hyundai Polo,2018,3.72,8.67,65750,Petrol,Individual,Manual,Second,15.9,799,104.6,6
Mahindra EcoSport,2011,1.63,14.77,149973,Diesel,Dealer,Manual,First,16.0,2993,69.1,5
Honda i20,2017,8.57,17.34,12313,Diesel,Individual,Manual,Second,19.8,799,193.8,6
Hyundai Innova,2008,4.6,20.25,13727,Petrol,Dealer,Automatic,Second,15.9,1997,110.3,7
Honda EcoSport,2009,2.85,14.05,39370,Petrol,Individual,Manual,Fourth & Above,19.9,1997,74.4,4
Maruti Polo,2019,6.24,10.31,18397,Petrol,Individual,Manual,Second,19.2,2993,165.4,5
Tata Swift,2007,1.98,15.76,93672,Petrol,Individual,Manual,First,12.8,1498,109.5,5
Renault Nexon,2018,7.05,15.03,42077,Petrol,Dealer,Manual,First,27.8,1199,54.8,6
Tata Swift,2005,2.56,18.14,137508,Petrol,Individual,Manual,First,17.0,2184,148.2,5
Renault City,2008,1.27,18.02,86120,Diesel,Dealer,Manual,Third,18.6,998,95.4,5
Maruti City,2007,3.05,15.82,22985,Petrol,Dealer,Manual,Third,24.4,1396,57.8,6
Maruti Magnite,2005,0.78,5.42,55054,Petrol,Dealer,Manual,Second,12.5,2184,123.1,5
Hyundai Nexon,2016,0.5,3.62,116030,Petrol,Dealer,Manual,Third,14.7,2179,150.5,5
Maruti i20,2008,2.88,20.76,72394,Diesel,Dealer,Manual,Second,19.3,1396,138.9,5
Maruti EcoSport,2011,0.5,3.59,56150,Petrol,Dealer,Manual,Third,26.1,998,69.2,5
Maruti Swift,2007,2.11,13.32,106345,Petrol,Individual,Manual,Third,12.9,1396,135.4,4
Hyundai Swift,2006,1.83,23.92,95982,Diesel,Dealer,Manual,Fourth & Above,26.6,1997,104.3,5
Maruti i20,2006,1.61,5.52,52342,Diesel,Individual,Manual,Fourth & Above,23.4,1498,58.9,5
Maruti Kwid,2019,3.41,17.24,141537,Diesel,Individual,Manual,First,18.9,1396,100.0,5
Hyundai i20,2007,1.43,6.5,148954,Diesel,Individual,Manual,First,24.0,1598,189.0,4
Maruti EcoSport,2019,9.67,15.38,8159,Petrol,Dealer,Manual,First,15.4,1598,73.4,6
Maruti Kwid,2007,2.58,21.0,77575,Petrol,Individual,Manual,First,12.3,2993,78.8,5
Hyundai Kwid,2007,3.25,15.02,55908,CNG,Dealer,Automatic,First,24.9,1997,93.9,5
Honda Kwid,2019,9.08,24.37,81377,Petrol,Dealer,Manual,First,25.3,1197,113.5,5
Honda Innova,2012,0.59,5.28,66922,Petrol,Individual,Manual,First,27.9,998,167.7,7
Maruti Kwid,2020,6.33,20.58,120042,Petrol,Dealer,Automatic,Second,26.8,2993,104.4,7
Honda Innova,2019,6.16,13.98,52059,Diesel,Individual,Manual,First,14.9,1498,160.8,6
Renault Polo,2006,0.5,11.25,89752,Petrol,Individual,Manual,Fourth & Above,27.0,2993,109.1,5
Maruti Swift,2013,0.5,10.58,114844,Diesel,Individual,Manual,First,24.6,1199,82.8,5
Hyundai Kwid,2009,1.27,15.04,95351,CNG,Individual,Manual,Fourth & Above,23.2,2993,91.8,5
Ford Kwid,2005,2.07,11.38,16338,Diesel,Individual,Automatic,First,26.3,998,197.2,4
Maruti i20,2021,3.99,7.2,86238,Diesel,Individual,Automatic,First,16.3,1598,155.9,5
Maruti Magnite,2018,8.51,24.75,47926,Petrol,Individual,Manual,Second,12.2,1498,150.4,5
Honda Kwid,2018,4.25,14.73,84766,Petrol,Dealer,Manual,Second,12.2,998,158.9,5
Volkswagen XUV300,2007,2.02,16.74,101093,Petrol,Dealer,Manual,Second,23.5,1197,82.7,5
Toyota Kwid,2015,2.5,22.86,135864,Petrol,Dealer,Manual,Third,14.4,1997,97.9,5
Honda Innova,2017,1.3,8.13,144337,Diesel,Individual,Manual,Second,14.4,2993,169.2,5
Tata Polo,2011,0.5,5.73,81820,Diesel,Dealer,Manual,First,12.7,1498,122.4,5
Maruti City,2021,2.67,7.75,43795,Diesel,Individual,Manual,Third,16.6,799,56.1,7
